Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
2019 *,3 *,Jujuy,"3,311.00","35,742.00",274.00,812.00,"16,638.00","86,576.00"
2019 *,3 *,La Pampa,"19,469.00","52,941.00","4,994.00","11,462.00","1,962.00","90,828.00"
2019 *,3 *,La Rioja,"1,439.00","34,984.00",11.00,251.00,41.00,"49,677.00"
2019 *,3 *,Mendoza,"14,864.00","54,312.00","6,865.00","12,975.00","1,545.00","224,337.00"
2019 *,3 *,Misiones,"54,493.00","65,872.00",829.00,419.00,"1,227.00","133,883.00"
2019 *,3 *,Neuquén,"43,347.00","60,484.00",556.00,"13,512.00","2,518.00","125,421.00"
2019 *,3 *,Río Negro,"67,478.00","37,425.00","9,739.00","10,806.00","18,847.00","144,295.00"
2019 *,3 *,Salta,"65,799.00","74,329.00",733.00,158.00,"9,394.00","151,835.00"
2019 *,3 *,San Juan,"5,167.00","7,425.00","1,227.00","7,241.00","5,535.00","73,098.00"
2019 *,3 *,San Luis,"13,037.00","10,561.00",350.00,"62,286.00","36,466.00","1,227.00"
2019 *,3 *,Santa Cruz,"10,663.00","17,056.00",969.00,"6,544.00","2,738.00","3,797.00"
2019 *,3 *,Santa Fe,"319,396.00","377,171.00","1,869.00","24,269.00","21,408.00","760,934.00"
2019 *,3 *,Santiago Del Estero,"24,556.00","71,198.00",219.00,"2,759.00",344.00,"133,132.00"
2019 *,3 *,Tierra Del Fuego,"1,979.00","26,659.00",651.00,0.00,"1,487.00","48,587.00"
2019 *,3 *,Tucumán,"150,918.00","12,089.00",116.00,684.00,324.00,"164,131.00"
2019 *,2 *,Buenos Aires,"1,284,658.00","2,079,900.00","382,971.00","7,524.00","32,929.00","3,855,698.00"
2019 *,2 *,Capital Federal,"309,937.00","1,061,358.00","36,082.00","3,962.00","4,281.00","1,415,620.00"
2019 *,2 *,Catamarca,"25,682.00","5,543.00",13.00,146.00,"2,251.00","33,635.00"
2019 *,2 *,Chaco,"50,765.00","47,448.00","4,203.00","4,727.00","1,591.00","108,734.00"
2019 *,2 *,Chubut,"37,313.00","26,338.00","1,917.00","14,443.00","7,545.00","87,556.00"
2019 *,2 *,Córdoba,"314,768.00","388,254.00","23,023.00","33,847.00","15,236.00","775,128.00"
2019 *,2 *,Corrientes,"53,835.00","47,431.00","1,701.00","2,444.00","6,138.00","111,549.00"
2019 *,2 *,Entre Ríos,"97,081.00","91,081.00","12,764.00","17,369.00","17,529.00","235,824.00"
2019 *,2 *,Formosa,"21,916.00","8,686.00","1,382.00","14,292.00",162.00,"46,438.00"
2019 *,2 *,Jujuy,"33,022.00","30,742.00",274.00,812.00,"21,857.00","86,707.00"
2019 *,2 *,La Pampa,"19,471.00","52,101.00",484.00,"10,789.00","3,004.00","90,205.00"
2019 *,2 *,La Rioja,"15,014.00","34,984.00",11.00,251.00,41.00,"50,301.00"
2019 *,2 *,Mendoza,"148,673.00","54,027.00","6,865.00","12,748.00","1,544.00","223,857.00"
2019 *,2 *,Misiones,"55,373.00","64,272.00",543.00,421.00,"12,269.00","132,878.00"
2019 *,2 *,Neuquén,"4,342.00","59,021.00","4,983.00","12,792.00","2,737.00","122,953.00"
2019 *,2 *,Río Negro,"67,841.00","36,527.00","4,037.00","10,485.00","19,657.00","138,547.00"
2019 *,2 *,Salta,"68,827.00","62,343.00",725.00,121.00,"9,463.00","142,568.00"
2019 *,2 *,San Juan,"5,168.00","7,425.00","1,174.00",287.00,"6,876.00","70,025.00"
2019 *,2 *,San Luis,"1,113.00","10,298.00",347.00,"57,242.00","38,368.00","117,385.00"
2019 *,2 *,Santa Cruz,"10,665.00","10,257.00",379.00,"6,514.00","2,735.00","3,055.00"
2019 *,2 *,Santa Fe,"32,542.00","35,514.00","18,236.00","2,198.00","22,708.00","743,484.00"
2019 *,2 *,Santiago Del Estero,"24,393.00","64,783.00",219.00,"2,759.00",346.00,"126,754.00"
2019 *,2 *,Tierra Del Fuego,"1,979.00","25,527.00",651.00,0.00,"1,486.00","47,454.00"
2019 *,2 *,Tucumán,"153,121.00","12,089.00",116.00,684.00,321.00,"166,331.00"
2019 *,1 *,Buenos Aires,"1,304,507.00","2,020,730.00","336,362.00","64,867.00","20,201.00","3,746,667.00"
2019 *,1 *,Capital Federal,"328,246.00","1,030,814.00","32,281.00","3,978.00","4,281.00","1,399,600.00"
2019 *,1 *,Catamarca,"26,912.00","4,443.00",16.00,0.00,"2,251.00","33,622.00"
2019 *,1 *,Chaco,"53,409.00","43,555.00","1,951.00","3,628.00","1,134.00","103,677.00"
2019 *,1 *,Chubut,"37,302.00","23,065.00","1,923.00","14,443.00","3,045.00","79,778.00"
2019 *,1 *,Córdoba,"323,272.00","363,959.00","19,902.00","24,615.00","12,367.00","744,115.00"
2019 *,1 *,Corrientes,"55,842.00","43,444.00","1,615.00","1,528.00",58.00,"102,487.00"
2019 *,1 *,Entre Ríos,"100,999.00","90,253.00","12,723.00","16,231.00","12,241.00","232,447.00"
2019 *,1 *,Formosa,"2,257.00","7,878.00",940.00,"13,761.00",62.00,"45,211.00"
2019 *,1 *,Jujuy,"33,248.00","12,484.00",153.00,640.00,"43,622.00","90,147.00"
2019 *,1 *,La Pampa,"18,832.00","57,373.00","2,891.00","9,023.00","1,041.00","8,916.00"
2019 *,1 *,La Rioja,"16,367.00","34,984.00",12.00,252.00,41.00,"51,656.00"
2019 *,1 *,Mendoza,"148,524.00","40,205.00","5,662.00","10,363.00","1,544.00","206,298.00"
2019 *,1 *,Misiones,"54,898.00","59,214.00",465.00,426.00,"7,717.00","12,272.00"
2019 *,1 *,Neuquén,"40,747.00","55,634.00","3,114.00","1,251.00","2,372.00","114,377.00"
2019 *,1 *,Río Negro,"68,377.00","34,124.00","3,994.00","9,736.00","4,857.00","121,088.00"
2019 *,1 *,Salta,"74,426.00","57,933.00",647.00,"1,135.00","1,879.00","13,602.00"
2019 *,1 *,San Juan,"5,166.00","5,838.00",808.00,"2,932.00","1,207.00","62,445.00"
2019 *,1 *,San Luis,"11,108.00","7,784.00",378.00,"53,097.00","23,968.00","96,335.00"
2019 *,1 *,Santa Cruz,"10,659.00","4,615.00",382.00,"6,514.00","2,735.00","24,905.00"
2019 *,1 *,Santa Fe,"340,038.00","340,344.00","15,621.00","23,215.00","1,786.00","737,078.00"
2019 *,1 *,Santiago Del Estero,"25,337.00","61,547.00",23.00,"2,847.00",99.00,"89,853.00"
2019 *,1 *,Tierra Del Fuego,"19,789.00","23,549.00","1,623.00",0.00,"1,486.00","46,447.00"
2019 *,1 *,Tucumán,"159,215.00","1,167.00",118.00,678.00,321.00,"172,002.00"
2018,4,Buenos Aires,"1,305,576.00","1,949,637.00","296,102.00","65,477.00","19,814.00","3,636,606.00"
2018,4,Capital Federal,"328,253.00","1,019,490.00","33,042.00","3,978.00","4,257.00","1,389,020.00"
2018,4,Catamarca,"26,912.00","4,443.00",16.00,0.00,"2,212.00","33,583.00"
2018,4,Chaco,"53,409.00","43,555.00",194.00,"3,236.00",113.00,"10,327.00"
2018,4,Chubut,"37,215.00","23,065.00",952.00,"14,443.00","3,047.00","78,722.00"
2018,4,Córdoba,"328,854.00","355,716.00","17,675.00","21,851.00","13,243.00","737,339.00"
2018,4,Corrientes,"55,842.00","42,418.00",796.00,"1,515.00",30.00,"100,601.00"
2018,4,Entre Ríos,"101,168.00","86,198.00","4,853.00","15,472.00","14,356.00","222,047.00"
2018,4,Formosa,"22,619.00",788.00,887.00,"13,761.00",57.00,"45,204.00"
2018,4,Jujuy,"33,248.00","12,484.00",153.00,640.00,"43,608.00","90,133.00"
2018,4,La Pampa,"18,832.00","55,337.00","2,685.00","7,772.00",101.00,"85,636.00"
2018,4,La Rioja,"16,367.00","34,984.00",12.00,252.00,36.00,"51,651.00"
2018,4,Mendoza,"148,524.00","40,205.00","5,665.00","10,363.00","1,547.00","206,304.00"
2018,4,Misiones,555.00,"53,673.00",465.00,426.00,"6,209.00","116,273.00"
2018,4,Neuquén,"40,747.00","55,634.00","3,115.00","12,425.00","2,444.00","114,365.00"
2018,4,Río Negro,"68,377.00","34,292.00","1,299.00","8,037.00","4,832.00","116,837.00"
2018,4,Salta,"74,295.00","57,539.00",638.00,253.00,"1,853.00","134,578.00"
2018,4,San Juan,"5,166.00","5,838.00",806.00,"2,883.00","1,211.00","62,398.00"
2018,4,San Luis,"11,108.00","7,784.00",378.00,"53,097.00","23,964.00","96,331.00"
2018,4,Santa Cruz,"10,659.00","4,615.00",382.00,"6,378.00","2,734.00","24,768.00"
2018,4,Santa Fe,"335,519.00","322,782.00","14,387.00","18,705.00","28,997.00","72,039.00"
2018,4,Santiago Del Estero,"25,339.00","61,243.00",23.00,"2,649.00",81.00,"89,335.00"
2018,4,Tierra Del Fuego,"19,789.00","23,349.00","1,623.00",0.00,"1,499.00","4,626.00"
2018,4,Tucumán,"159,215.00","1,167.00",119.00,686.00,314.00,"172,004.00"
2018,3,Buenos Aires,"1,435,856.00","1,929,273.00","156,382.00","62,318.00","26,448.00","3,610,277.00"
2018,3,Capital Federal,"334,353.00","1,009,252.00","35,694.00","3,872.00","9,319.00","1,392,490.00"
2018,3,Catamarca,"27,553.00","4,443.00",15.00,1.00,"2,214.00","34,226.00"
2018,3,Chaco,"53,927.00","42,359.00",199.00,"2,628.00","1,129.00","102,033.00"
2018,3,Chubut,"58,887.00","23,065.00","1,239.00","13,817.00","6,728.00","103,736.00"
2018,3,Córdoba,"33,762.00","342,401.00","15,785.00","19,213.00","10,839.00","725,858.00"
2018,3,Corrientes,"56,444.00",413.00,212.00,"1,468.00",32.00,"99,456.00"
2018,3,Entre Ríos,"103,318.00","83,714.00","2,403.00","15,093.00",80.00,"204,608.00"
2018,3,Formosa,"22,777.00","7,589.00",817.00,"13,625.00",57.00,"44,865.00"
2018,3,Jujuy,"33,363.00","10,856.00",32.00,641.00,43.00,"44,935.00"
2018,3,La Pampa,"12,415.00","54,574.00","8,437.00","7,011.00",987.00,"83,424.00"
2018,3,La Rioja,"16,587.00","34,984.00",13.00,253.00,35.00,"51,872.00"
2018,3,Mendoza,"151,033.00","40,205.00","5,744.00","8,195.00","1,852.00","207,029.00"
2018,3,Misiones,"5,629.00","50,793.00",512.00,391.00,56.00,"108,042.00"
2018,3,Neuquén,"46,602.00","54,129.00",998.00,"12,277.00","2,712.00","116,718.00"
2018,3,Río Negro,"6,859.00","33,474.00","1,252.00","5,051.00","5,125.00","113,492.00"
2018,3,Salta,766.00,"5,398.00",678.00,234.00,"1,391.00","132,883.00"
2018,3,San Juan,"54,025.00","5,838.00",826.00,"2,744.00","1,048.00","64,481.00"
2018,3,San Luis,"11,096.00","7,784.00",368.00,"52,859.00","2,314.00","74,421.00"
2018,3,Santa Cruz,"18,606.00","4,574.00",585.00,"6,238.00","3,996.00","33,999.00"
2018,3,Santa Fe,"339,126.00","312,866.00","11,749.00","16,337.00","15,022.00","6,951.00"
2018,3,Santiago Del Estero,"25,805.00","58,789.00",23.00,"1,662.00",81.00,"8,636.00"
2018,3,Tierra Del Fuego,"19,365.00","22,649.00","1,502.00",1.00,"2,047.00","45,564.00"
2018,3,Tucumán,"161,209.00",928.00,110.00,252.00,315.00,"171,166.00"
2018,2,Buenos Aires,"1,450,203.00","1,807,868.00","143,626.00","71,256.00","27,746.00","3,500,699.00"
2018,2,Capital Federal,"342,431.00","977,916.00","3,561.00","3,908.00","9,321.00","1,369,186.00"
2018,2,Catamarca,"27,444.00","4,415.00",15.00,1.00,"2,214.00","34,089.00"
2018,2,Chaco,"54,134.00","4,075.00",562.00,"1,946.00","1,129.00","98,521.00"
2018,2,Chubut,"58,935.00","19,591.00","1,239.00","1,407.00","6,729.00","100,564.00"
2018,2,Córdoba,"345,141.00","327,636.00","13,832.00","16,355.00","10,109.00","713,073.00"
2018,2,Corrientes,"56,541.00","39,715.00",201.00,"1,468.00",32.00,"97,957.00"
2018,2,Entre Ríos,"104,811.00","80,376.00","2,405.00","12,313.00",80.00,"199,985.00"
2018,2,Formosa,"23,543.00","7,311.00",18.00,"13,625.00",57.00,"44,554.00"
2018,2,Jujuy,"33,571.00","10,856.00",23.00,640.00,43.00,"45,133.00"
2018,2,La Pampa,"12,416.00","53,587.00",842.00,"7,011.00",987.00,"82,421.00"
2018,2,La Rioja,"16,663.00","34,984.00",13.00,253.00,35.00,"51,948.00"
2018,2,Mendoza,"152,938.00","36,872.00","3,084.00","6,206.00","1,852.00","200,952.00"
2018,2,Misiones,"57,265.00","47,923.00",512.00,391.00,56.00,"106,147.00"
2018,2,Neuquén,"46,633.00","52,855.00",998.00,"12,649.00","2,713.00","115,848.00"
2018,2,Río Negro,"68,667.00","32,795.00","1,252.00","4,396.00","5,125.00","112,235.00"
2018,2,Salta,"78,386.00","53,478.00",678.00,234.00,"1,391.00","134,167.00"
2018,2,San Juan,"5,408.00","5,068.00",826.00,"3,079.00","1,048.00","64,101.00"
2018,2,San Luis,"11,104.00","7,666.00",368.00,16.00,"2,314.00","21,468.00"
2018,2,Santa Cruz,"18,615.00","4,474.00",585.00,"6,734.00","3,997.00","34,405.00"
2018,2,Santa Fe,"337,934.00","304,349.00","11,354.00","15,801.00","15,114.00","684,552.00"
2018,2,Santiago Del Estero,"26,074.00","55,935.00",23.00,"1,662.00",81.00,"83,775.00"
2018,2,Tierra Del Fuego,"19,372.00","22,756.00",531.00,1.00,"2,047.00","44,707.00"
2018,2,Tucumán,"160,315.00","8,965.00",110.00,252.00,315.00,"169,957.00"
2018,1,Buenos Aires,"1,452,061.00","1,793,884.00","133,928.00","64,379.00","31,194.00","3,475,446.00"
2018,1,Capital Federal,"349,995.00","968,483.00","35,535.00","3,164.00","9,393.00","1,366,570.00"
2018,1,Catamarca,273.00,"4,415.00",15.00,1.00,"2,214.00","33,945.00"
2018,1,Chaco,"54,879.00","40,157.00",383.00,388.00,113.00,"96,937.00"
2018,1,Chubut,"56,375.00","19,591.00","1,194.00","1,407.00","6,729.00","97,959.00"
2018,1,Córdoba,"349,342.00","326,894.00","13,178.00","13,237.00","11,275.00","713,926.00"
2018,1,Corrientes,"56,937.00","35,225.00",888.00,"1,334.00",33.00,"94,417.00"
2018,1,Entre Ríos,"106,998.00","75,751.00","3,789.00","10,776.00",80.00,"197,394.00"
2018,1,Formosa,"23,556.00","7,095.00",17.00,"1,603.00",57.00,"32,328.00"
2018,1,Jujuy,"33,856.00","10,456.00",23.00,28.00,43.00,"44,406.00"
2018,1,La Pampa,"10,807.00","51,389.00","8,386.00","10,556.00","1,926.00","83,064.00"
2018,1,La Rioja,"1,696.00","34,984.00",13.00,253.00,35.00,"52,245.00"
2018,1,Mendoza,"152,931.00","36,872.00","3,086.00","6,206.00","1,852.00","200,947.00"
2018,1,Misiones,"56,311.00","4,688.00",328.00,5.00,56.00,"10,358.00"
2018,1,Neuquén,"46,714.00","55,072.00",1.00,"12,404.00","2,713.00","117,903.00"
2018,1,Río Negro,"68,769.00","31,712.00","1,251.00","4,259.00","5,128.00","111,119.00"
2018,1,Salta,"79,936.00","51,534.00",118.00,204.00,"1,391.00","133,183.00"
2018,1,San Juan,"5,408.00","5,068.00",826.00,"2,246.00","1,048.00","63,268.00"
2018,1,San Luis,"11,104.00","7,594.00",368.00,16.00,"2,314.00","21,396.00"
2018,1,Santa Cruz,"18,615.00","4,474.00","1,799.00","6,734.00","2,783.00","34,405.00"
2018,1,Santa Fe,"341,997.00","300,421.00","10,674.00","11,636.00","15,298.00","680,026.00"
2018,1,Santiago Del Estero,"26,788.00","54,594.00",23.00,"1,432.00",81.00,"82,918.00"
2018,1,Tierra Del Fuego,"19,372.00","9,663.00",531.00,1.00,"2,047.00","31,614.00"
2018,1,Tucumán,"158,611.00","8,921.00",107.00,368.00,50.00,"168,057.00"
2017,4,Buenos Aires,"1,241,172.00","1,718,013.00","131,181.00","60,082.00","31,448.00","3,181,896.00"
2017,4,Capital Federal,"571,363.00","961,688.00","36,277.00","3,119.00","9,877.00","1,582,324.00"
2017,4,Catamarca,"27,083.00",263.00,11.00,1.00,22.00,"29,558.00"
2017,4,Chaco,"55,035.00","3,969.00",389.00,380.00,"1,121.00","96,615.00"
2017,4,Chubut,"56,378.00","15,097.00","1,187.00","1,407.00","6,708.00","9,344.00"
2017,4,Córdoba,"34,971.00","324,709.00","12,778.00","12,043.00","10,739.00","709,979.00"
2017,4,Corrientes,"56,786.00","34,722.00",894.00,"1,334.00",35.00,"93,771.00"
2017,4,Entre Ríos,"107,764.00","73,692.00","1,894.00","10,267.00",86.00,"193,703.00"
2017,4,Formosa,"2,341.00","6,973.00",19.00,"1,603.00",51.00,"32,056.00"
2017,4,Jujuy,"33,844.00","9,626.00",20.00,28.00,34.00,"43,552.00"
2017,4,La Pampa,"10,808.00","50,495.00","8,272.00","10,569.00","1,927.00","82,071.00"
2017,4,La Rioja,"16,912.00","34,984.00",14.00,253.00,31.00,"52,194.00"
2017,4,Mendoza,"152,896.00","16,114.00","3,015.00","6,206.00",192.00,"180,151.00"
2017,4,Misiones,"56,271.00","4,747.00",95.00,5.00,54.00,"103,895.00"
2017,4,Neuquén,"46,739.00","54,119.00","1,017.00","12,404.00","2,692.00","116,971.00"
2017,4,Río Negro,"6,869.00","30,451.00",125.00,"4,259.00","5,114.00","109,764.00"
2017,4,Salta,"80,705.00","50,446.00",127.00,158.00,"1,376.00","132,812.00"
2017,4,San Juan,"54,079.00",451.00,812.00,"2,246.00","1,036.00","58,624.00"
2017,4,San Luis,"11,104.00","1,119.00",335.00,17.00,"2,329.00","14,904.00"
2017,4,Santa Cruz,"18,614.00","1,668.00",582.00,"4,638.00",395.00,"29,452.00"
2017,4,Santa Fe,"34,168.00","293,831.00","10,602.00","10,965.00","15,382.00","67,246.00"
2017,4,Santiago Del Estero,"27,313.00","40,407.00",19.00,"1,025.00",80.00,"68,844.00"
2017,4,Tierra Del Fuego,"19,372.00","6,906.00",530.00,1.00,"2,045.00","28,854.00"
2017,4,Tucumán,"156,583.00","5,223.00",105.00,102.00,319.00,"162,332.00"
2017,3,Buenos Aires,"1,288,025.00","1,571,180.00","12,492.00","35,058.00","38,777.00","3,057,960.00"
2017,3,Capital Federal,"583,249.00","941,092.00","33,481.00","2,814.00","9,723.00","1,570,359.00"
2017,3,Catamarca,"26,873.00","4,411.00",12.00,1.00,"2,181.00","33,478.00"
2017,3,Chaco,"54,888.00","37,307.00",456.00,36.00,"1,072.00","93,759.00"
2017,3,Chubut,"56,359.00","5,645.00","1,217.00","13,503.00",682.00,"83,544.00"
2017,3,Córdoba,"34,458.00","31,936.00","10,579.00","7,137.00","14,988.00","696,644.00"
2017,3,Corrientes,"56,247.00","33,993.00",947.00,"1,334.00",27.00,"92,548.00"
2017,3,Entre Ríos,"107,774.00","69,596.00","1,786.00","6,245.00",63.00,"185,464.00"
2017,3,Formosa,"22,647.00","6,816.00",428.00,"2,202.00",12.00,"32,105.00"
2017,3,Jujuy,"33,796.00","9,395.00",20.00,23.00,8.00,"43,242.00"
2017,3,La Pampa,"11,378.00","49,679.00","5,153.00","11,536.00","1,944.00","7,969.00"
2017,3,La Rioja,"16,638.00","34,984.00",14.00,252.00,25.00,"51,913.00"
2017,3,Mendoza,"154,036.00","33,788.00","2,772.00",29.00,"1,866.00","192,491.00"
2017,3,Misiones,"56,472.00","4,388.00",110.00,5.00,9.00,"100,476.00"
2017,3,Neuquén,"48,001.00","52,468.00","1,044.00","11,576.00","2,695.00","115,784.00"
2017,3,Río Negro,"69,301.00","30,018.00","1,106.00","3,054.00","4,017.00","107,496.00"
2017,3,Salta,"80,782.00","50,284.00",127.00,158.00,"1,167.00","132,518.00"
2017,3,San Juan,"54,499.00","5,068.00",816.00,"1,053.00","1,013.00","62,449.00"
2017,3,San Luis,"11,407.00","7,576.00",347.00,26.00,"2,363.00","21,719.00"
2017,3,Santa Cruz,"1,922.00","5,487.00","1,544.00","4,552.00","2,887.00","3,369.00"
2017,3,Santa Fe,"322,953.00","290,655.00","6,338.00","4,897.00","37,499.00","662,342.00"
2017,3,Santiago Del Estero,"27,733.00","54,096.00",19.00,911.00,35.00,"82,794.00"
2017,3,Tierra Del Fuego,"21,587.00","7,012.00",622.00,1.00,"2,244.00","31,466.00"
2017,3,Tucumán,"15,413.00","6,431.00",106.00,40.00,305.00,"161,012.00"
2017,2,Buenos Aires,"1,378,549.00","1,535,037.00","119,132.00","21,555.00","24,358.00","3,078,631.00"
2017,2,Capital Federal,"615,262.00","932,466.00","38,628.00","2,819.00","11,016.00","1,600,191.00"
2017,2,Catamarca,"26,401.00",255.00,14.00,1.00,34.00,"26,705.00"
2017,2,Chaco,"54,449.00","35,613.00",458.00,52.00,39.00,"90,611.00"
2017,2,Chubut,"43,994.00","1,067.00",916.00,"13,194.00","4,804.00","63,975.00"
2017,2,Córdoba,"341,748.00","303,488.00","4,451.00","6,446.00","1,505.00","657,638.00"
2017,2,Corrientes,"55,262.00","33,192.00",258.00,"1,354.00",31.00,"90,097.00"
2017,2,Entre Ríos,"108,309.00","6,765.00",254.00,"6,448.00",71.00,"182,732.00"
2017,2,Formosa,"22,493.00",641.00,17.00,"1,023.00",13.00,"29,956.00"
2017,2,Jujuy,"33,742.00","8,858.00",22.00,0.00,35.00,"42,657.00"
2017,2,La Pampa,"12,754.00","4,831.00","5,194.00","6,253.00",511.00,"73,022.00"
2017,2,La Rioja,"16,244.00",0.00,15.00,2.00,28.00,"16,289.00"
2017,2,Mendoza,"153,331.00","1,303.00","2,581.00",27.00,"1,784.00","170,753.00"
2017,2,Misiones,"56,752.00","42,925.00",103.00,5.00,9.00,"99,794.00"
2017,2,Neuquén,"51,794.00","50,283.00","1,133.00","11,545.00","2,678.00","117,433.00"
2017,2,Río Negro,"67,038.00","29,147.00",961.00,"3,213.00",126.00,"101,619.00"
2017,2,Salta,"80,184.00","2,728.00",115.00,158.00,804.00,"108,541.00"
2017,2,San Juan,"4,867.00",451.00,772.00,"1,073.00",915.00,"51,881.00"
2017,2,San Luis,"11,432.00",112.00,354.00,26.00,375.00,"13,307.00"
2017,2,Santa Cruz,"15,311.00","2,722.00","1,365.00","4,735.00","2,255.00","26,388.00"
2017,2,Santa Fe,"329,813.00","228,102.00","3,234.00","4,958.00","1,173.00","56,728.00"
2017,2,Santiago Del Estero,"28,337.00",39.00,19.00,911.00,29.00,"33,196.00"
2017,2,Tierra Del Fuego,"22,636.00","6,905.00",665.00,1.00,235.00,"32,557.00"
2017,2,Tucumán,"149,013.00","5,223.00",116.00,14.00,45.00,"154,411.00"
2017,1,Buenos Aires,"1,559,178.00","1,465,817.00","118,839.00",212.00,"24,342.00","3,189,376.00"
2017,1,Capital Federal,"428,801.00","918,328.00","38,259.00",273.00,"10,928.00","1,399,046.00"
2017,1,Catamarca,"2,602.00",248.00,14.00,1.00,34.00,"26,317.00"
2017,1,Chaco,"5,443.00","34,277.00",252.00,52.00,39.00,"8,905.00"
2017,1,Chubut,"43,994.00",999.00,916.00,"13,194.00","4,793.00","63,896.00"
2017,1,Córdoba,"335,673.00","293,479.00","4,871.00","5,782.00","1,394.00","641,199.00"
2017,1,Corrientes,"54,993.00","31,994.00",236.00,"1,354.00",31.00,"88,608.00"
2017,1,Entre Ríos,"108,509.00","65,095.00",230.00,"6,448.00",71.00,"180,353.00"
2017,1,Formosa,"22,438.00","6,215.00",16.00,"1,023.00",13.00,"29,705.00"
2017,1,Jujuy,"33,869.00","9,278.00",22.00,0.00,34.00,"43,203.00"
2017,1,La Pampa,"12,754.00","47,195.00","5,194.00","6,253.00",517.00,"71,913.00"
2017,1,La Rioja,"1,618.00",0.00,15.00,2.00,28.00,"16,225.00"
2017,1,Mendoza,"153,326.00","1,303.00","2,581.00",27.00,"1,769.00","170,733.00"
2017,1,Misiones,"57,363.00","40,142.00",101.00,5.00,8.00,"97,619.00"
2017,1,Neuquén,"51,771.00","48,109.00","1,124.00","11,665.00",267.00,"115,339.00"
2017,1,Río Negro,"67,075.00","28,785.00",954.00,"3,213.00","1,261.00","101,288.00"
2017,1,Salta,"79,837.00","26,845.00",114.00,158.00,679.00,"107,633.00"
2017,1,San Juan,"4,867.00",451.00,772.00,"1,073.00",907.00,"51,873.00"
2017,1,San Luis,"11,432.00",112.00,354.00,26.00,375.00,"13,307.00"
2017,1,Santa Cruz,"15,502.00","2,722.00","1,272.00","4,733.00","2,257.00","26,486.00"
2017,1,Santa Fe,"327,458.00","226,094.00",321.00,"4,948.00","1,172.00","562,882.00"
2017,1,Santiago Del Estero,"29,616.00",39.00,19.00,911.00,29.00,"34,475.00"
2017,1,Tierra Del Fuego,"22,636.00","6,905.00",665.00,1.00,235.00,"32,557.00"
2017,1,Tucumán,"147,373.00","5,223.00",116.00,14.00,45.00,"152,771.00"
2016,4,Buenos Aires,"1,563,542.00","1,414,676.00","118,747.00","21,394.00","24,342.00","3,142,701.00"
2016,4,Capital Federal,"434,835.00","914,952.00","38,161.00","2,583.00","10,928.00","1,401,459.00"
2016,4,Catamarca,"26,735.00",250.00,14.00,1.00,34.00,"27,034.00"
2016,4,Chaco,"54,974.00","33,534.00",248.00,52.00,39.00,"88,847.00"
2016,4,Chubut,"43,994.00",955.00,916.00,"13,107.00","4,793.00","63,765.00"
2016,4,Córdoba,"337,368.00","289,344.00","3,368.00","5,686.00",789.00,"636,555.00"
2016,4,Corrientes,"54,981.00","31,497.00",233.00,"1,354.00",31.00,"88,096.00"
2016,4,Entre Ríos,"109,359.00","64,141.00",226.00,"6,448.00",71.00,"180,245.00"
2016,4,Formosa,224.00,"6,061.00",16.00,"1,023.00",13.00,"29,513.00"
2016,4,Jujuy,"33,838.00","8,731.00",22.00,0.00,34.00,"42,625.00"
2016,4,La Pampa,"12,754.00","47,245.00","5,054.00","6,253.00",522.00,"71,828.00"
2016,4,La Rioja,"1,627.00",0.00,16.00,2.00,28.00,"16,316.00"
2016,4,Mendoza,"15,332.00","1,303.00","2,579.00",27.00,"1,769.00","170,725.00"
2016,4,Misiones,"57,983.00","39,294.00",100.00,5.00,8.00,"9,739.00"
2016,4,Neuquén,"51,742.00","46,389.00","1,124.00","1,191.00",267.00,"113,835.00"
2016,4,Río Negro,"67,057.00","28,474.00",954.00,"3,274.00","1,261.00","10,102.00"
2016,4,Salta,"79,389.00","26,657.00",110.00,158.00,621.00,"106,935.00"
2016,4,San Juan,"4,867.00",451.00,772.00,"1,121.00",907.00,"51,921.00"
2016,4,San Luis,"11,432.00",112.00,354.00,26.00,375.00,"13,307.00"
2016,4,Santa Cruz,"15,607.00","2,722.00","1,055.00","4,823.00","2,257.00","26,464.00"
2016,4,Santa Fe,"326,721.00","225,792.00","3,201.00","4,946.00","1,172.00","561,832.00"
2016,4,Santiago Del Estero,"30,192.00",39.00,19.00,911.00,29.00,"35,051.00"
2016,4,Tierra Del Fuego,"22,636.00","6,905.00",665.00,1.00,235.00,"32,557.00"
2016,4,Tucumán,"146,995.00","4,482.00",116.00,14.00,45.00,"151,652.00"
2016,3,Buenos Aires,"1,574,216.00","1,355,770.00","113,463.00","18,867.00","24,276.00","3,086,592.00"
2016,3,Capital Federal,"447,726.00","905,105.00","36,796.00","2,514.00","10,963.00","1,403,104.00"
2016,3,Catamarca,"26,689.00",248.00,14.00,1.00,18.00,"2,697.00"
2016,3,Chaco,"56,251.00","3,273.00",232.00,2.00,15.00,"8,923.00"
2016,3,Chubut,"43,987.00",935.00,916.00,"13,364.00",475.00,"63,952.00"
2016,3,Córdoba,"348,481.00","28,548.00",254.00,"5,695.00",395.00,"642,591.00"
2016,3,Corrientes,"55,934.00","30,813.00",217.00,"1,354.00",22.00,"8,834.00"
2016,3,Entre Ríos,"112,588.00","6,185.00",206.00,"6,441.00",64.00,"181,149.00"
2016,3,Formosa,218.00,"5,905.00",9.00,0.00,2.00,"27,716.00"
