Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2020,2,Santa Fe,568.00,"2,061.00","213,054.00","198,772.00","96,575.00","57,236.00","189,473.00","20,193.00","777,932.00"
2020,2,Santiago Del Estero,133.00,"1,779.00","32,557.00","57,709.00","5,178.00",247.00,"3,328.00","4,516.00","105,447.00"
2020,2,Tierra Del Fuego,11.00,0.00,"22,325.00","5,186.00","3,034.00",391.00,796.00,"7,446.00","39,189.00"
2020,2,Tucumán,52.00,97.00,"49,028.00","54,537.00","34,184.00","2,246.00","74,377.00","2,635.00","217,156.00"
2020,1,Buenos Aires,"38,215.00","36,802.00","1,122,034.00","236,421.00","247,977.00","20,578.00","1,802,583.00","28,935.00","3,718,747.00"
2020,1,Capital Federal,264.00,312.00,"169,651.00","102,254.00","89,665.00","85,899.00","906,009.00",0.00,"1,354,054.00"
2020,1,Catamarca,63.00,0.00,"8,838.00","7,543.00","9,558.00",408.00,"10,299.00","2,151.00","3,886.00"
2020,1,Chaco,308.00,928.00,"23,291.00","19,976.00","29,851.00","10,416.00","28,539.00","6,917.00","120,226.00"
2020,1,Chubut,158.00,109.00,"69,586.00","12,957.00","7,756.00",124.00,614.00,45.00,"9,692.00"
2020,1,Córdoba,142.00,"5,128.00","217,229.00","120,188.00","95,827.00","65,733.00","296,875.00","9,802.00","810,924.00"
2020,1,Corrientes,72.00,527.00,"33,479.00","21,382.00","26,679.00","7,351.00","19,467.00",478.00,"113,737.00"
2020,1,Entre Ríos,130.00,"4,081.00","7,228.00","47,132.00","41,125.00","11,988.00","39,794.00","13,762.00","230,292.00"
2020,1,Formosa,"1,127.00",342.00,"23,761.00",65.00,"6,564.00",964.00,"6,918.00",100.00,"46,276.00"
2020,1,Jujuy,55.00,182.00,"3,312.00","9,979.00","26,693.00",166.00,"7,349.00","16,545.00","94,089.00"
2020,1,La Pampa,293.00,811.00,"7,274.00","7,199.00","3,029.00","1,342.00","2,113.00","1,618.00","89,145.00"
2020,1,La Rioja,21.00,1.00,"37,209.00","5,158.00",464.00,22.00,"1,294.00",0.00,"48,345.00"
2020,1,Mendoza,58.00,40.00,"14,041.00","12,285.00","17,489.00",286.00,"3,818.00",0.00,"17,696.00"
2020,1,Misiones,71.00,524.00,"36,622.00","21,271.00","26,433.00","11,581.00","26,313.00","10,885.00","1,337.00"
2020,1,Neuquén,218.00,327.00,"60,152.00","5,257.00","7,123.00","5,399.00","43,738.00",0.00,"122,214.00"
2020,1,Río Negro,114.00,466.00,"69,154.00",293.00,"7,857.00","3,199.00","25,488.00","17,719.00","126,927.00"
2020,1,Salta,129.00,514.00,"38,537.00","63,714.00","17,991.00","8,625.00","34,744.00","6,441.00","170,695.00"
2020,1,San Juan,48.00,194.00,"59,787.00","1,594.00","1,292.00",40.00,127.00,"4,779.00","67,861.00"
2020,1,San Luis,105.00,0.00,"11,322.00","4,164.00",525.00,"58,258.00",5.00,"36,075.00","110,454.00"
2020,1,Santa Cruz,67.00,11.00,"27,447.00","4,993.00","5,169.00",529.00,119.00,0.00,"38,335.00"
2020,1,Santa Fe,696.00,"2,994.00","217,553.00","196,826.00","10,456.00","48,448.00","173,823.00","17,656.00","762,556.00"
2020,1,Santiago Del Estero,133.00,"1,779.00","33,086.00","56,884.00","3,737.00",135.00,"2,799.00","4,501.00","103,054.00"
2020,1,Tierra Del Fuego,11.00,1.00,"22,976.00","5,024.00","1,834.00",196.00,518.00,"7,046.00","37,606.00"
2020,1,Tucumán,52.00,97.00,"49,555.00","50,383.00","31,096.00",173.00,"67,536.00",0.00,"200,449.00"
2019,4,Buenos Aires,"33,489.00","27,537.00","1,177,446.00","262,297.00","247,106.00","45,257.00","1,465,133.00","20,676.00","3,686,254.00"
2019,4,Capital Federal,307.00,15.00,"177,098.00","110,218.00","110,852.00","20,581.00","753,805.00",0.00,"1,358,105.00"
2019,4,Catamarca,63.00,0.00,"9,945.00","7,619.00","9,305.00",804.00,"7,477.00","3,098.00","38,311.00"
2019,4,Chaco,83.00,0.00,"25,899.00","18,959.00","30,902.00","13,516.00","21,556.00","6,988.00","117,903.00"
2019,4,Chubut,158.00,4.00,"69,405.00","12,945.00","7,615.00",124.00,614.00,"4,121.00","96,102.00"
2019,4,Córdoba,142.00,0.00,"232,781.00","118,232.00","10,933.00","114,111.00","221,742.00","1,035.00","806,688.00"
2019,4,Corrientes,72.00,0.00,"35,055.00","2,062.00","27,367.00","9,981.00","15,744.00","4,995.00","113,834.00"
2019,4,Entre Ríos,47.00,0.00,"88,203.00","44,511.00","42,962.00","18,976.00","30,153.00","14,178.00","23,903.00"
2019,4,Formosa,"1,127.00",191.00,"24,606.00","6,319.00","6,788.00","1,766.00","5,671.00",243.00,"46,711.00"
2019,4,Jujuy,55.00,0.00,"3,292.00","9,632.00","26,764.00",102.00,"5,286.00","14,122.00","88,881.00"
2019,4,La Pampa,293.00,313.00,"76,747.00",69.00,"1,951.00","1,287.00","1,342.00","1,566.00","90,399.00"
2019,4,La Rioja,21.00,0.00,"37,846.00","5,045.00","4,763.00",22.00,"1,305.00",0.00,"49,002.00"
2019,4,Mendoza,746.00,9.00,"145,139.00","12,955.00","15,237.00","2,165.00","2,628.00","6,901.00","18,578.00"
2019,4,Misiones,71.00,0.00,"39,664.00","2,084.00","27,305.00","15,626.00","20,799.00","11,508.00","135,813.00"
2019,4,Neuquén,218.00,1.00,"5,737.00","4,439.00","7,357.00","12,059.00","35,001.00",0.00,"116,445.00"
2019,4,Río Negro,114.00,0.00,"71,847.00","2,797.00","8,558.00","6,968.00","19,837.00","17,019.00","12,714.00"
2019,4,Salta,149.00,1.00,"42,159.00","67,656.00","15,369.00","1,417.00","25,821.00",712.00,"172,445.00"
2019,4,San Juan,48.00,1.00,"60,626.00","1,594.00","1,292.00",40.00,127.00,"1,246.00","64,974.00"
2019,4,San Luis,105.00,0.00,"11,901.00","4,164.00",525.00,"55,216.00",3.00,"36,287.00","108,201.00"
2019,4,Santa Cruz,67.00,0.00,"32,368.00","4,346.00","2,224.00",7.00,8.00,350.00,"3,937.00"
2019,4,Santa Fe,698.00,0.00,"230,234.00","190,664.00","113,527.00","70,998.00","135,576.00","27,472.00","769,169.00"
2019,4,Santiago Del Estero,133.00,908.00,"34,911.00","56,309.00","3,756.00",105.00,"2,449.00","5,017.00","103,588.00"
2019,4,Tierra Del Fuego,11.00,0.00,"23,593.00",505.00,"1,848.00",139.00,"1,962.00","7,789.00","40,392.00"
2019,4,Tucumán,55.00,0.00,"54,544.00","52,017.00","28,916.00","6,405.00","56,707.00",0.00,"198,644.00"
2019,3,Buenos Aires,"23,892.00","44,648.00","1,432,722.00","222,812.00","260,506.00","483,572.00","1,246,209.00","42,294.00","3,971,683.00"
2019,3,Capital Federal,104.00,368.00,"269,704.00","120,924.00","138,011.00","258,591.00","655,108.00",0.00,"1,442,810.00"
2019,3,Catamarca,34.00,43.00,"14,449.00","9,285.00","6,333.00",72.00,15.00,"2,151.00","32,382.00"
2019,3,Chaco,69.00,"1,216.00","32,764.00","28,198.00","13,336.00","12,987.00","1,674.00","6,917.00","112,227.00"
2019,3,Chubut,74.00,840.00,"6,268.00","13,033.00","7,171.00",124.00,614.00,45.00,"90,152.00"
2019,3,Córdoba,83.00,"5,824.00","240,151.00","106,651.00","118,486.00","146,247.00","157,546.00","7,353.00","782,341.00"
2019,3,Corrientes,10.00,597.00,"42,231.00","29,628.00","10,348.00","10,388.00","12,674.00",478.00,"110,656.00"
2019,3,Entre Ríos,19.00,"4,446.00","99,656.00","56,161.00","17,064.00","21,216.00","22,645.00","15,107.00","236,314.00"
2019,3,Formosa,111.00,349.00,"24,943.00","6,049.00","7,117.00","2,262.00","4,443.00",100.00,"46,373.00"
2019,3,Jujuy,27.00,885.00,"31,722.00",924.00,"26,835.00",56.00,"3,671.00","16,545.00","88,981.00"
2019,3,La Pampa,237.00,"3,289.00","75,849.00","5,922.00","1,611.00","1,359.00",941.00,"1,618.00","90,826.00"
2019,3,La Rioja,9.00,10.00,"38,657.00","4,786.00","4,887.00",22.00,"1,307.00",0.00,"49,678.00"
2019,3,Mendoza,21.00,"1,269.00","206,821.00","2,958.00","10,093.00","1,263.00",349.00,0.00,"222,774.00"
2019,3,Misiones,47.00,"1,928.00","4,353.00","29,375.00","11,256.00","16,107.00","1,665.00","12,206.00","131,099.00"
2019,3,Neuquén,45.00,"2,258.00","62,909.00","4,586.00","9,597.00","16,923.00","28,458.00",122.00,"124,898.00"
2019,3,Río Negro,47.00,"1,234.00","87,435.00","2,348.00","9,779.00","10,176.00","15,505.00","17,719.00","144,243.00"
2019,3,Salta,49.00,900.00,"4,316.00","6,223.00","14,309.00","11,418.00","12,357.00","7,515.00","151,938.00"
2019,3,San Juan,22.00,171.00,"68,315.00","2,245.00","1,267.00",41.00,128.00,"4,779.00","76,968.00"
2019,3,San Luis,57.00,100.00,"18,643.00","5,113.00",467.00,"62,242.00",5.00,"36,075.00","122,702.00"
2019,3,Santa Cruz,28.00,84.00,"31,612.00","4,472.00","1,203.00",27.00,4.00,0.00,"3,743.00"
2019,3,Santa Fe,640.00,"8,184.00","242,454.00","193,286.00","107,068.00","84,325.00","97,082.00","19,537.00","752,576.00"
2019,3,Santiago Del Estero,39.00,"1,832.00","35,554.00","55,172.00","3,612.00",86.00,"1,836.00","34,501.00","132,632.00"
2019,3,Tierra Del Fuego,6.00,14.00,"32,133.00","4,692.00","1,756.00",82.00,226.00,"9,648.00","48,557.00"
2019,3,Tucumán,16.00,110.00,"71,043.00","47,693.00","24,354.00",843.00,"20,385.00",0.00,"164,444.00"
2019,2,Buenos Aires,"199,768.00","46,852.00","1,436,259.00","217,785.00","438,663.00","502,275.00","985,767.00","43,438.00","3,870,807.00"
2019,2,Capital Federal,74.00,"1,027.00","28,137.00","124,087.00","239,691.00","296,155.00","475,991.00",,"1,418,395.00"
2019,2,Catamarca,34.00,43.00,"16,631.00",867.00,"6,049.00",34.00,10.00,"2,151.00","33,622.00"
2019,2,Chaco,69.00,"1,383.00","38,488.00","26,431.00","16,789.00","15,348.00","9,904.00","1,492.00","109,904.00"
2019,2,Chubut,66.00,"3,952.00","69,032.00","10,049.00","1,495.00",74.00,165.00,45.00,"89,333.00"
2019,2,Córdoba,81.00,"8,165.00","248,427.00","100,512.00","157,458.00","170,159.00","76,053.00","8,938.00","769,793.00"
2019,2,Corrientes,10.00,"3,012.00","40,424.00","27,774.00","13,114.00","11,928.00","7,119.00",608.00,"109,461.00"
2019,2,Entre Ríos,18.00,"5,905.00","100,687.00","52,316.00","23,196.00","24,221.00","10,664.00","17,206.00","234,213.00"
2019,2,Formosa,111.00,349.00,"26,512.00","5,399.00","8,384.00","2,639.00","2,258.00",100.00,"46,751.00"
2019,2,Jujuy,27.00,940.00,"26,233.00","8,441.00",267.00,27.00,26.00,"21,765.00","86,733.00"
2019,2,La Pampa,236.00,"3,289.00","75,406.00","5,191.00","1,366.00","1,445.00",629.00,"2,661.00","90,223.00"
2019,2,La Rioja,9.00,11.00,"39,819.00","4,297.00","4,857.00",13.00,"1,298.00",,"50,304.00"
2019,2,Mendoza,20.00,"2,522.00","205,165.00","2,971.00","10,092.00","1,256.00",234.00,,"22,226.00"
2019,2,Misiones,47.00,"2,226.00","45,769.00","27,385.00","15,408.00","18,882.00","8,129.00","12,206.00","130,052.00"
2019,2,Neuquén,302.00,"3,038.00","61,776.00","4,688.00","17,318.00","2,121.00","14,132.00",422.00,"122,886.00"
2019,2,Río Negro,384.00,"1,354.00","86,366.00","2,201.00","10,291.00","12,407.00","6,907.00","18,519.00","138,429.00"
2019,2,Salta,49.00,974.00,"59,638.00","36,923.00","16,961.00","14,059.00","6,461.00","7,585.00","14,265.00"
2019,2,San Juan,22.00,213.00,"60,913.00","2,177.00",785.00,7.00,4.00,"6,119.00","7,024.00"
2019,2,San Luis,57.00,102.00,"16,575.00","4,964.00",467.00,"57,236.00",5.00,"37,977.00","117,383.00"
2019,2,Santa Cruz,25.00,84.00,"24,861.00","3,806.00","1,202.00",28.00,4.00,,"3,001.00"
2019,2,Santa Fe,321.00,"8,427.00","300,124.00","125,176.00","129,741.00","100,131.00","49,865.00","22,323.00","736,108.00"
2019,2,Santiago Del Estero,39.00,"1,832.00","63,268.00","21,362.00","3,741.00",108.00,"1,205.00","34,501.00","126,056.00"
2019,2,Tierra Del Fuego,6.00,123.00,"41,824.00","4,241.00","1,573.00",96.00,32.00,,"47,895.00"
2019,2,Tucumán,16.00,157.00,"78,891.00","44,296.00","24,291.00",628.00,"18,394.00",,"166,673.00"
2019,1,Buenos Aires,"162,513.00","72,296.00","1,429,964.00","202,511.00","576,428.00","576,859.00","705,769.00","6,369.00","3,732,709.00"
2019,1,Capital Federal,74.00,"7,417.00","283,787.00","131,007.00","330,122.00","365,713.00","283,463.00",0.00,"1,401,583.00"
2019,1,Catamarca,34.00,"1,708.00","18,761.00","6,443.00","5,606.00",29.00,7.00,"2,151.00","34,739.00"
2019,1,Chaco,69.00,"3,801.00","38,719.00","25,632.00","18,965.00","12,393.00","6,368.00","1,035.00","106,982.00"
2019,1,Chubut,66.00,"3,938.00","71,077.00","6,571.00",787.00,74.00,165.00,0.00,"82,678.00"
2019,1,Córdoba,81.00,"20,403.00","242,769.00","96,997.00","200,681.00","127,965.00","50,716.00","6,806.00","746,418.00"
2019,1,Corrientes,10.00,647.00,"38,402.00","26,562.00","15,498.00","9,688.00","5,029.00",0.00,"101,659.00"
2019,1,Entre Ríos,18.00,"9,217.00","107,013.00","50,068.00","28,957.00","18,146.00","7,619.00","12,142.00","23,318.00"
2019,1,Formosa,111.00,"3,023.00","23,085.00","5,301.00","9,027.00","2,099.00","1,654.00",0.00,"45,299.00"
2019,1,Jujuy,27.00,"2,817.00","30,727.00","7,811.00","4,021.00",30.00,"1,141.00","37,162.00","83,736.00"
2019,1,La Pampa,236.00,"8,327.00","70,538.00","4,466.00","1,061.00","1,354.00",405.00,698.00,"87,085.00"
2019,1,La Rioja,9.00,"1,169.00","40,285.00","4,088.00","5,216.00",17.00,869.00,0.00,"51,653.00"
2019,1,Mendoza,20.00,"1,786.00","205,383.00","2,837.00","5,702.00",111.00,140.00,0.00,"215,979.00"
2019,1,Misiones,47.00,"5,946.00","45,266.00","2,589.00","19,111.00","16,552.00","5,167.00","7,654.00","125,633.00"
2019,1,Neuquén,"1,328.00","3,055.00","5,236.00","1,781.00","21,452.00","17,135.00","11,026.00","6,105.00","114,242.00"
2019,1,Río Negro,384.00,"1,583.00","84,845.00","2,037.00","13,615.00","9,567.00","5,076.00","3,719.00","120,826.00"
2019,1,Salta,49.00,"4,232.00","59,244.00","36,473.00","2,291.00","10,861.00","2,242.00",1.00,"136,012.00"
2019,1,San Juan,22.00,229.00,"6,238.00",266.00,520.00,3.00,2.00,560.00,"63,982.00"
2019,1,San Luis,57.00,120.00,"2,138.00","53,214.00",345.00,6.00,2.00,"23,577.00","98,701.00"
2019,1,Santa Cruz,25.00,128.00,"2,199.00","2,731.00",702.00,26.00,4.00,0.00,"25,606.00"
2019,1,Santa Fe,333.00,"2,935.00","296,798.00","122,959.00","153,212.00","74,575.00","36,502.00","18,591.00","73,232.00"
2019,1,Santiago Del Estero,39.00,"3,372.00","62,895.00","20,691.00","3,959.00",85.00,494.00,0.00,"91,535.00"
2019,1,Tierra Del Fuego,6.00,131.00,"38,851.00","3,623.00",641.00,80.00,29.00,0.00,"43,361.00"
2019,1,Tucumán,16.00,"5,188.00","8,224.00","42,877.00","2,621.00",847.00,"14,839.00",0.00,"172,217.00"
2018,4,Buenos Aires,"134,673.00","73,761.00","1,422,463.00","194,426.00","577,679.00","949,093.00","265,386.00","19,125.00","3,636,606.00"
2018,4,Capital Federal,74.00,"7,388.00","283,281.00","143,309.00","330,496.00","437,662.00","18,681.00",0.00,"1,389,020.00"
2018,4,Catamarca,34.00,"1,669.00","17,955.00","6,425.00","5,461.00",29.00,7.00,"2,003.00","33,583.00"
2018,4,Chaco,69.00,"3,405.00","36,437.00","25,633.00","18,965.00","12,393.00","6,368.00",0.00,"10,327.00"
2018,4,Chubut,66.00,"3,917.00","66,061.00","6,215.00",531.00,623.00,165.00,"1,144.00","78,722.00"
2018,4,Córdoba,81.00,"24,102.00","228,475.00","97,277.00","201,639.00","128,053.00","48,809.00","8,903.00","737,339.00"
2018,4,Corrientes,10.00,"6,438.00","37,376.00","26,562.00","15,498.00","9,688.00","5,029.00",0.00,"100,601.00"
2018,4,Entre Ríos,18.00,"8,769.00","9,478.00","50,027.00","29,002.00","18,146.00","7,612.00","13,693.00","222,047.00"
2018,4,Formosa,111.00,"3,074.00","22,962.00","5,285.00","9,027.00","2,092.00","1,654.00",0.00,"45,204.00"
2018,4,Jujuy,27.00,"2,803.00","30,727.00","7,811.00","4,021.00",30.00,"1,141.00","43,573.00","90,133.00"
2018,4,La Pampa,241.00,"7,727.00","70,508.00","3,661.00",978.00,"1,328.00",270.00,923.00,"85,636.00"
2018,4,La Rioja,9.00,"1,164.00","40,285.00","4,088.00","5,216.00",17.00,869.00,3.00,"51,651.00"
2018,4,Mendoza,20.00,"1,463.00","19,745.00","2,494.00","4,726.00",19.00,132.00,0.00,"206,304.00"
2018,4,Misiones,47.00,"5,981.00","43,267.00","26,019.00","19,226.00","16,566.00","5,167.00",0.00,"116,273.00"
2018,4,Neuquén,"1,328.00","3,044.00","52,313.00","1,781.00","21,452.00","17,135.00","11,025.00","6,287.00","114,365.00"
2018,4,Río Negro,384.00,"1,225.00","83,412.00",643.00,"1,344.00","9,569.00",507.00,"3,094.00","116,837.00"
2018,4,Salta,49.00,"3,659.00","58,492.00","36,365.00","2,291.00","10,861.00","2,242.00",0.00,"134,578.00"
2018,4,San Juan,22.00,"1,465.00","59,811.00",180.00,312.00,1.00,1.00,606.00,"62,398.00"
2018,4,San Luis,57.00,109.00,"19,164.00","53,183.00",119.00,62.00,2.00,"23,635.00","96,331.00"
2018,4,Santa Cruz,25.00,115.00,"23,107.00",779.00,206.00,1.00,4.00,531.00,"24,768.00"
2018,4,Santa Fe,335.00,"31,397.00","276,301.00","121,009.00","152,039.00","74,432.00","36,427.00","2,845.00","72,039.00"
2018,4,Santiago Del Estero,39.00,325.00,"61,347.00","20,127.00","3,686.00",77.00,483.00,326.00,"89,335.00"
2018,4,Tierra Del Fuego,6.00,27.00,"29,919.00","6,323.00","9,894.00",24.00,67.00,0.00,"4,626.00"
2018,4,Tucumán,16.00,"5,244.00","82,089.00","42,766.00","26,111.00",847.00,"14,839.00",92.00,"172,004.00"
2018,3,Buenos Aires,991.00,"80,459.00","1,445,733.00","190,805.00","63,609.00","897,964.00","237,248.00","120,464.00","3,609,754.00"
2018,3,Capital Federal,73.00,"8,493.00","287,919.00","147,253.00","370,677.00","41,502.00","165,055.00",0.00,"1,394,490.00"
2018,3,Catamarca,34.00,"1,994.00","18,475.00","6,358.00",532.00,34.00,7.00,"2,151.00","34,373.00"
2018,3,Chaco,70.00,"3,503.00","38,729.00","24,916.00","20,335.00","11,085.00","5,667.00","1,035.00","10,534.00"
2018,3,Chubut,67.00,"3,951.00","91,096.00","6,162.00",531.00,623.00,164.00,0.00,"102,594.00"
2018,3,Córdoba,81.00,"24,767.00","224,471.00","96,372.00","221,984.00","109,333.00","39,854.00",649.00,"723,352.00"
2018,3,Corrientes,11.00,"6,754.00","38,364.00","24,953.00","16,601.00","8,357.00","4,419.00",0.00,"99,459.00"
2018,3,Entre Ríos,18.00,"9,048.00","96,095.00","45,651.00","31,353.00","15,111.00","6,786.00",0.00,"204,062.00"
2018,3,Formosa,111.00,"3,365.00","22,624.00","5,259.00","9,336.00","1,729.00","1,434.00",0.00,"44,857.00"
2018,3,Jujuy,345.00,302.00,"29,048.00","7,756.00","4,066.00",39.00,623.00,0.00,"44,897.00"
2018,3,La Pampa,242.00,"8,417.00","68,507.00","3,153.00",920.00,"1,189.00",216.00,698.00,"83,342.00"
2018,3,La Rioja,9.00,"1,291.00","40,647.00","4,138.00","5,425.00",20.00,339.00,0.00,"51,869.00"
2018,3,Mendoza,20.00,"1,525.00","199,297.00","2,476.00","4,727.00",27.00,129.00,0.00,"208,201.00"
2018,3,Misiones,48.00,"5,749.00","39,617.00","24,747.00","21,212.00","14,674.00","4,547.00",0.00,"110,594.00"
2018,3,Neuquén,"1,396.00","2,244.00","55,822.00","1,647.00","23,785.00","15,218.00","9,718.00","6,105.00","115,935.00"
2018,3,Río Negro,409.00,"5,221.00","75,929.00",512.00,"14,912.00",847.00,"4,332.00","3,719.00","113,504.00"
2018,3,Salta,116.00,"3,721.00","61,795.00","32,782.00","25,582.00","9,224.00",502.00,0.00,"133,722.00"
2018,3,San Juan,22.00,"1,326.00","62,525.00",180.00,312.00,3.00,1.00,0.00,"64,369.00"
2018,3,San Luis,57.00,109.00,"1,917.00","5,294.00",119.00,63.00,2.00,"1,902.00","74,362.00"
2018,3,Santa Cruz,26.00,116.00,"32,815.00",778.00,206.00,1.00,3.00,0.00,"33,945.00"
2018,3,Santa Fe,467.00,"36,786.00","269,211.00","115,907.00","162,545.00","62,479.00","31,266.00","13,911.00","692,572.00"
2018,3,Santiago Del Estero,41.00,255.00,"6,026.00","19,116.00","3,806.00",64.00,265.00,0.00,"86,102.00"
2018,3,Tierra Del Fuego,6.00,187.00,"41,569.00",227.00,231.00,24.00,13.00,0.00,443.00
2018,3,Tucumán,16.00,"5,993.00","81,559.00","43,282.00","27,062.00",941.00,"12,187.00",0.00,"17,104.00"
2018,2,Buenos Aires,"1,009.00","81,354.00","1,459,443.00","295,457.00","816,056.00","536,049.00","199,589.00","113,357.00","3,502,314.00"
2018,2,Capital Federal,73.00,"9,234.00","290,291.00","219,166.00","445,345.00","264,805.00","142,253.00",0.00,"1,371,167.00"
2018,2,Catamarca,34.00,"2,414.00","14,624.00","6,112.00","4,347.00",36.00,6.00,65.00,"34,073.00"
2018,2,Chaco,70.00,"2,968.00","34,167.00","24,282.00","21,887.00","9,251.00",463.00,"1,035.00","9,829.00"
2018,2,Chubut,67.00,"4,471.00","85,598.00","5,369.00",4.00,5.00,9.00,501.00,"100,533.00"
2018,2,Córdoba,81.00,"21,779.00","21,963.00","102,596.00","244,291.00","78,852.00","3,495.00",811.00,"710,289.00"
2018,2,Corrientes,11.00,"7,047.00","38,268.00","24,066.00","17,926.00",678.00,"3,862.00",0.00,"9,796.00"
2018,2,Entre Ríos,18.00,"8,179.00","94,459.00","4,457.00","34,281.00","12,012.00",592.00,0.00,"199,439.00"
2018,2,Formosa,111.00,"3,568.00","22,409.00","5,176.00","9,727.00","1,313.00","1,243.00",0.00,"44,546.00"
2018,2,Jujuy,345.00,332.00,"29,319.00","8,083.00","3,977.00",44.00,7.00,0.00,"45,095.00"
2018,2,La Pampa,244.00,"8,797.00","68,083.00","2,409.00",965.00,969.00,179.00,698.00,"82,344.00"
2018,2,La Rioja,9.00,"1,384.00","40,679.00","4,198.00",564.00,20.00,15.00,0.00,"51,945.00"
2018,2,Mendoza,20.00,"1,658.00","164,596.00",515.00,266.00,17.00,72.00,"33,788.00","200,932.00"
2018,2,Misiones,48.00,"6,092.00","39,489.00","23,569.00","23,747.00","11,888.00","3,866.00",0.00,"108,699.00"
2018,2,Neuquén,"1,396.00","2,408.00","56,035.00","1,314.00","26,417.00","12,442.00","8,551.00","6,105.00","114,668.00"
2018,2,Río Negro,409.00,"5,298.00","75,056.00",523.00,"1,648.00","6,663.00","3,725.00","3,975.00","112,129.00"
2018,2,Salta,116.00,399.00,"61,763.00","33,285.00","28,431.00","7,239.00",182.00,0.00,"135,006.00"
2018,2,San Juan,22.00,"1,378.00","57,591.00",11.00,0.00,3.00,0.00,"5,068.00","64,073.00"
2018,2,San Luis,57.00,101.00,"11,992.00",11.00,0.00,7.00,2.00,"9,284.00","21,454.00"
2018,2,Santa Cruz,26.00,120.00,286.00,655.00,100.00,1.00,3.00,"4,267.00","33,772.00"
2018,2,Santa Fe,744.00,"34,267.00","262,603.00","112,143.00","17,554.00","50,525.00","26,512.00","22,257.00","684,591.00"
2018,2,Santiago Del Estero,41.00,"2,717.00","41,362.00","18,721.00","3,278.00",31.00,31.00,"17,589.00","8,377.00"
2018,2,Tierra Del Fuego,6.00,188.00,"40,912.00","2,217.00",75.00,0.00,0.00,107.00,"43,505.00"
2018,2,Tucumán,16.00,"6,735.00","79,899.00","44,968.00","27,059.00","1,084.00","8,784.00","1,305.00","16,985.00"
2018,1,Buenos Aires,"1,514.00","74,766.00","1,445,752.00","292,732.00","886,678.00","480,237.00","184,203.00","105,818.00","3,471,700.00"
2018,1,Capital Federal,89.00,"10,039.00","292,566.00","222,737.00","487,826.00","227,953.00","127,384.00",0.00,"1,368,594.00"
2018,1,Catamarca,34.00,"2,896.00","1,477.00","6,145.00","3,539.00",41.00,4.00,65.00,"33,929.00"
2018,1,Chaco,70.00,"3,261.00","32,516.00","24,488.00","23,296.00","8,219.00","3,897.00","1,035.00","96,782.00"
2018,1,Chubut,67.00,"4,314.00","83,161.00","5,358.00",4.00,5.00,9.00,501.00,"97,928.00"
2018,1,Córdoba,281.00,"23,922.00","222,815.00","1,043.00","266,259.00","57,137.00","29,228.00","10,049.00","713,991.00"
2018,1,Corrientes,11.00,"5,005.00","37,152.00","24,038.00","19,068.00",589.00,"3,256.00",0.00,"9,442.00"
2018,1,Entre Ríos,18.00,"8,861.00","9,008.00","45,599.00","37,401.00","9,818.00","5,071.00",0.00,"196,848.00"
2018,1,Formosa,111.00,"3,803.00","10,092.00","5,117.00","10,061.00","1,091.00","1,046.00",0.00,"3,232.00"
2018,1,Jujuy,345.00,"4,807.00","27,219.00","8,044.00","3,925.00",49.00,4.00,0.00,"44,393.00"
2018,1,La Pampa,245.00,"8,119.00","67,104.00","1,616.00","1,076.00",614.00,98.00,"3,503.00","82,375.00"
2018,1,La Rioja,9.00,"1,485.00","4,068.00","4,217.00","5,831.00",19.00,1.00,0.00,"52,242.00"
2018,1,Mendoza,20.00,"1,662.00","164,599.00",501.00,266.00,19.00,72.00,"33,788.00","200,927.00"
2018,1,Misiones,48.00,47.00,"3,582.00","23,291.00","26,223.00","10,241.00","3,219.00",0.00,"103,542.00"
2018,1,Neuquén,"1,396.00","2,367.00","59,468.00","1,311.00","29,012.00","9,709.00","7,378.00","6,105.00","116,746.00"
2018,1,Río Negro,409.00,"5,333.00","74,894.00",530.00,"17,997.00","4,972.00","3,129.00","3,975.00","111,239.00"
2018,1,Salta,116.00,"4,459.00","60,334.00","33,088.00","30,771.00","5,145.00",88.00,0.00,"134,001.00"
2018,1,San Juan,22.00,"1,058.00","57,078.00",11.00,0.00,3.00,0.00,"5,068.00","6,324.00"
2018,1,San Luis,57.00,101.00,"1,192.00",11.00,0.00,7.00,2.00,"9,284.00","21,382.00"
2018,1,Santa Cruz,26.00,120.00,286.00,655.00,100.00,1.00,3.00,"4,267.00","33,772.00"
2018,1,Santa Fe,"1,359.00","33,639.00","262,008.00","108,576.00","1,889.00","39,589.00","22,801.00","23,181.00","680,053.00"
2018,1,Santiago Del Estero,41.00,291.00,"41,298.00","18,914.00","3,449.00",33.00,2.00,"17,589.00","84,236.00"
2018,1,Tierra Del Fuego,6.00,307.00,"33,987.00",2.00,0.00,0.00,0.00,107.00,"34,409.00"
2018,1,Tucumán,16.00,"7,472.00","78,811.00","45,675.00","26,405.00","1,218.00","7,082.00","1,305.00","167,984.00"
2017,4,Buenos Aires,"3,865.00","55,046.00","1,551,194.00","264,645.00","712,513.00","33,514.00","151,747.00","114,182.00","3,188,332.00"
