Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2017,4,Capital Federal,314.00,"31,411.00","517,018.00","28,404.00","45,812.00","178,396.00","114,939.00",0.00,"1,584,238.00"
2017,4,Catamarca,34.00,"3,182.00","15,315.00","5,904.00","2,927.00",43.00,2.00,"2,151.00","29,558.00"
2017,4,Chaco,70.00,"3,432.00","37,144.00","24,088.00","20,123.00",729.00,"3,289.00","1,035.00","96,471.00"
2017,4,Chubut,67.00,"4,313.00","83,676.00","5,355.00",7.00,5.00,9.00,0.00,"93,432.00"
2017,4,Córdoba,291.00,"25,411.00","280,837.00","102,892.00","217,602.00","40,898.00","24,251.00","8,429.00","700,611.00"
2017,4,Corrientes,11.00,522.00,"4,108.00","23,686.00","16,046.00","5,053.00","2,675.00",0.00,"93,771.00"
2017,4,Entre Ríos,"1,685.00","9,078.00","95,466.00","45,189.00","3,001.00","7,958.00","4,113.00",0.00,"193,499.00"
2017,4,Formosa,111.00,"4,061.00","1,322.00","4,867.00","6,996.00",977.00,824.00,0.00,"32,055.00"
2017,4,Jujuy,345.00,"5,364.00","26,566.00","7,721.00","3,507.00",44.00,3.00,0.00,"4,355.00"
2017,4,La Pampa,310.00,"8,729.00","66,053.00","1,227.00",792.00,391.00,81.00,"3,503.00","81,086.00"
2017,4,La Rioja,9.00,"1,488.00","40,777.00","4,083.00","5,813.00",22.00,3.00,0.00,"52,195.00"
2017,4,Mendoza,26.00,"1,656.00","177,646.00",438.00,278.00,29.00,81.00,0.00,"180,154.00"
2017,4,Misiones,"1,053.00",39.00,"41,723.00","23,131.00","22,262.00","9,091.00","2,735.00",0.00,"103,895.00"
2017,4,Neuquén,"1,396.00","2,372.00","68,036.00","1,325.00","22,781.00","7,528.00",63.00,"6,105.00","115,843.00"
2017,4,Río Negro,409.00,"5,598.00","81,078.00",485.00,"12,502.00","3,447.00",244.00,"3,719.00","109,678.00"
2017,4,Salta,636.00,"4,275.00","73,284.00","32,842.00","18,968.00","3,559.00",84.00,0.00,"133,648.00"
2017,4,San Juan,22.00,"1,062.00","57,525.00",9.00,0.00,2.00,2.00,0.00,"58,622.00"
2017,4,San Luis,59.00,101.00,"12,822.00",8.00,0.00,1.00,7.00,"1,902.00",149.00
2017,4,Santa Cruz,68.00,78.00,"29,073.00",655.00,100.00,1.00,3.00,0.00,"29,978.00"
2017,4,Santa Fe,"3,109.00","34,132.00","309,998.00","108,939.00","151,329.00","30,736.00","19,602.00","14,119.00","671,964.00"
2017,4,Santiago Del Estero,41.00,"3,091.00","43,544.00","18,773.00","3,359.00",32.00,2.00,0.00,"68,842.00"
2017,4,Tierra Del Fuego,6.00,310.00,"31,334.00",2.00,0.00,0.00,0.00,0.00,"31,652.00"
2017,4,Tucumán,105.00,"8,164.00","7,875.00","45,241.00","24,318.00","1,303.00","4,367.00",0.00,"162,248.00"
2017,3,Buenos Aires,"6,577.00","51,411.00","1,733,479.00","311,652.00","676,137.00","140,812.00","1,084.00",0.00,"3,028,468.00"
2017,3,Capital Federal,283.00,"33,924.00","590,689.00","311,411.00","4,263.00","120,675.00","91,917.00",0.00,"1,575,199.00"
2017,3,Catamarca,52.00,"3,204.00","15,383.00","5,758.00","2,563.00",50.00,1.00,0.00,"27,011.00"
2017,3,Chaco,95.00,"3,496.00","40,059.00","23,008.00","20,307.00","3,827.00","2,004.00",0.00,"92,796.00"
2017,3,Chubut,436.00,"3,989.00","71,843.00","2,336.00",3.00,0.00,0.00,0.00,"78,607.00"
2017,3,Córdoba,327.00,"26,154.00","309,161.00","100,113.00","189,302.00","38,131.00","16,741.00",0.00,"679,929.00"
2017,3,Corrientes,24.00,"5,629.00","44,305.00","22,785.00","15,576.00","2,635.00","1,607.00",0.00,"92,561.00"
2017,3,Entre Ríos,"1,691.00","7,545.00","98,032.00","42,947.00","29,011.00","3,878.00","2,397.00",0.00,"185,501.00"
2017,3,Formosa,"1,063.00","3,716.00","13,752.00","5,187.00","6,056.00",899.00,459.00,0.00,"31,132.00"
2017,3,Jujuy,337.00,"5,723.00","26,835.00","7,369.00","2,962.00",41.00,2.00,0.00,"43,269.00"
2017,3,La Pampa,343.00,"8,244.00","64,794.00",855.00,588.00,327.00,51.00,0.00,"75,202.00"
2017,3,La Rioja,16.00,"1,497.00","40,882.00","3,899.00","5,604.00",23.00,3.00,0.00,"51,924.00"
2017,3,Mendoza,32.00,95.00,"158,461.00",115.00,67.00,29.00,19.00,0.00,"158,818.00"
2017,3,Misiones,"1,058.00","4,123.00",429.00,"22,808.00","23,913.00","3,843.00","1,881.00",0.00,"100,526.00"
2017,3,Neuquén,"2,036.00","1,457.00","72,532.00","1,034.00","20,213.00","7,067.00","4,937.00",0.00,"109,276.00"
2017,3,Río Negro,422.00,"5,641.00",839.00,306.00,"10,116.00","2,965.00","1,659.00",0.00,"105,009.00"
2017,3,Salta,645.00,"4,494.00","7,883.00","32,433.00","1,462.00","2,315.00",63.00,0.00,"1,334.00"
2017,3,San Juan,31.00,"1,077.00","57,582.00",1.00,0.00,2.00,2.00,0.00,"58,695.00"
2017,3,San Luis,63.00,3.00,"12,325.00",7.00,0.00,1.00,7.00,0.00,"12,406.00"
2017,3,Santa Cruz,188.00,23.00,"29,102.00",542.00,66.00,33.00,1.00,0.00,"29,955.00"
2017,3,Santa Fe,"3,116.00","34,019.00","320,017.00","104,453.00","125,339.00","24,536.00","12,982.00",0.00,"624,462.00"
2017,3,Santiago Del Estero,69.00,"3,288.00","40,435.00","18,489.00","3,047.00",30.00,2.00,0.00,"6,536.00"
2017,3,Tierra Del Fuego,9.00,297.00,"33,858.00",0.00,0.00,0.00,0.00,0.00,"34,164.00"
2017,3,Tucumán,109.00,"8,948.00","8,307.00","45,302.00","20,514.00","1,361.00",655.00,0.00,"159,959.00"
2017,2,Buenos Aires,"7,548.00","47,472.00","1,910,156.00","299,009.00","573,298.00","93,059.00","46,178.00",0.00,"2,976,720.00"
2017,2,Capital Federal,556.00,"35,663.00","726,223.00","30,497.00","378,571.00","80,234.00","37,977.00",0.00,"1,564,194.00"
2017,2,Catamarca,15.00,"3,318.00","15,655.00","5,325.00","2,342.00",47.00,1.00,0.00,"26,703.00"
2017,2,Chaco,191.00,"3,733.00","4,259.00","22,349.00","18,044.00","3,157.00",545.00,0.00,"90,609.00"
2017,2,Chubut,403.00,"4,186.00","7,376.00",188.00,0.00,0.00,0.00,0.00,"80,229.00"
2017,2,Córdoba,251.00,"26,862.00","370,865.00","88,479.00","146,683.00","20,351.00","5,069.00",0.00,"65,856.00"
2017,2,Corrientes,15.00,"5,912.00","46,483.00","21,776.00","13,043.00","2,218.00",647.00,0.00,"90,094.00"
2017,2,Entre Ríos,168.00,"7,944.00","104,422.00",418.00,"23,524.00","2,604.00",823.00,0.00,"182,797.00"
2017,2,Formosa,"1,486.00","3,419.00","14,787.00","4,795.00","4,583.00",749.00,139.00,0.00,"29,958.00"
2017,2,Jujuy,311.00,"5,877.00","26,915.00","6,974.00","2,538.00",42.00,1.00,0.00,"42,658.00"
2017,2,La Pampa,356.00,"8,633.00","59,045.00",558.00,336.00,244.00,21.00,0.00,"69,193.00"
2017,2,La Rioja,9.00,"1,554.00","9,304.00","3,599.00","1,796.00",24.00,2.00,0.00,"16,288.00"
2017,2,Mendoza,109.00,24.00,"177,203.00",92.00,50.00,5.00,22.00,0.00,"177,505.00"
2017,2,Misiones,"1,011.00","4,447.00","47,244.00","22,033.00","21,599.00","2,892.00",570.00,0.00,"99,796.00"
2017,2,Neuquén,"1,542.00","1,395.00","81,272.00",849.00,"18,051.00","4,774.00","1,703.00",0.00,"109,586.00"
2017,2,Río Negro,973.00,"5,606.00","88,085.00",245.00,799.00,"1,921.00",559.00,0.00,"105,379.00"
2017,2,Salta,594.00,"4,719.00","67,576.00","23,185.00","11,333.00","1,068.00",76.00,0.00,"108,551.00"
2017,2,San Juan,15.00,193.00,"58,588.00",0.00,0.00,0.00,4.00,0.00,588.00
2017,2,San Luis,8.00,4.00,"14,014.00",0.00,0.00,1.00,2.00,0.00,"14,029.00"
2017,2,Santa Cruz,188.00,24.00,"30,913.00",541.00,66.00,33.00,0.00,0.00,"31,765.00"
2017,2,Santa Fe,"4,967.00","38,721.00","31,183.00","92,854.00","97,563.00","16,794.00","4,275.00",0.00,"567,004.00"
2017,2,Santiago Del Estero,26.00,"3,539.00","20,384.00","6,432.00","2,802.00",16.00,0.00,0.00,"33,199.00"
2017,2,Tierra Del Fuego,16.00,285.00,"35,409.00",0.00,0.00,0.00,0.00,0.00,"3,571.00"
2017,2,Tucumán,96.00,"9,236.00","83,342.00","42,536.00","17,788.00","1,371.00",21.00,0.00,"15,439.00"
2017,1,Buenos Aires,"6,017.00","83,918.00","2,057,698.00","402,315.00","52,354.00","90,937.00","22,299.00",0.00,"3,186,724.00"
2017,1,Capital Federal,510.00,"1,409.00","678,922.00","218,487.00","277,195.00","66,536.00","19,881.00",0.00,"1,262,940.00"
2017,1,Catamarca,15.00,"3,328.00","15,861.00","4,901.00","2,161.00",49.00,0.00,0.00,"26,315.00"
2017,1,Chaco,191.00,"3,835.00","44,544.00","21,467.00","15,671.00","3,025.00",314.00,0.00,"89,047.00"
2017,1,Chubut,401.00,"4,182.00","73,759.00","1,808.00",0.00,0.00,0.00,0.00,"8,015.00"
2017,1,Córdoba,50.00,"28,732.00","391,556.00","82,011.00","118,643.00","19,035.00","2,071.00",0.00,"642,098.00"
2017,1,Corrientes,15.00,604.00,"48,149.00","20,586.00","11,468.00","2,044.00",303.00,0.00,"88,605.00"
2017,1,Entre Ríos,168.00,808.00,"108,379.00","39,146.00","20,562.00","2,254.00",317.00,0.00,"180,418.00"
2017,1,Formosa,"1,535.00","3,538.00","15,473.00","4,446.00","4,058.00",635.00,22.00,0.00,"29,707.00"
2017,1,Jujuy,330.00,"6,213.00","27,824.00","6,486.00","2,306.00",44.00,0.00,0.00,"43,203.00"
2017,1,La Pampa,362.00,"9,279.00","57,739.00",331.00,192.00,165.00,11.00,0.00,"68,079.00"
2017,1,La Rioja,9.00,"1,578.00","9,486.00","3,409.00","1,718.00",22.00,2.00,0.00,"16,224.00"
2017,1,Mendoza,106.00,15.00,"177,201.00",86.00,50.00,5.00,22.00,0.00,"177,485.00"
2017,1,Misiones,101.00,"4,665.00","4,595.00","23,847.00","19,356.00","2,627.00",166.00,0.00,"97,621.00"
2017,1,Neuquén,"1,547.00","1,418.00","83,813.00",902.00,"1,513.00","4,223.00",458.00,0.00,"107,491.00"
2017,1,Río Negro,986.00,"5,647.00","89,622.00",246.00,"6,738.00","1,594.00",200.00,0.00,"105,033.00"
2017,1,Salta,579.00,"4,861.00","70,922.00","21,554.00","9,386.00",267.00,74.00,0.00,"107,643.00"
2017,1,San Juan,8.00,192.00,"58,588.00",0.00,0.00,0.00,4.00,0.00,"58,792.00"
2017,1,San Luis,8.00,4.00,"14,014.00",0.00,0.00,1.00,2.00,0.00,"14,029.00"
2017,1,Santa Cruz,190.00,23.00,"31,078.00",474.00,68.00,30.00,0.00,0.00,"31,863.00"
2017,1,Santa Fe,"4,966.00","39,463.00","340,418.00","77,152.00","83,008.00","15,775.00","1,831.00",0.00,"562,613.00"
2017,1,Santiago Del Estero,26.00,"3,772.00","21,659.00","6,218.00","2,786.00",17.00,0.00,0.00,"34,478.00"
2017,1,Tierra Del Fuego,16.00,285.00,"35,409.00",0.00,0.00,0.00,0.00,0.00,"3,571.00"
2017,1,Tucumán,96.00,"9,682.00","8,647.00","39,155.00","15,951.00","1,383.00",13.00,0.00,"15,275.00"
2016,4,Buenos Aires,"6,055.00","86,281.00","2,085,605.00","403,575.00","467,398.00","72,348.00","17,279.00",0.00,"3,138,541.00"
2016,4,Capital Federal,517.00,"1,477.00","704,324.00","225,723.00","264,582.00","53,506.00","16,756.00",0.00,"1,266,885.00"
2016,4,Catamarca,15.00,"3,478.00","16,519.00","4,889.00","2,077.00",54.00,0.00,0.00,"27,032.00"
2016,4,Chaco,191.00,"3,983.00","45,634.00","21,323.00","14,887.00","2,586.00",250.00,0.00,"88,854.00"
2016,4,Chubut,401.00,"4,493.00","73,951.00","1,352.00",0.00,0.00,0.00,0.00,"80,197.00"
2016,4,Córdoba,50.00,"2,938.00","404,645.00","77,966.00","108,368.00","15,458.00","1,606.00",0.00,"637,473.00"
2016,4,Corrientes,15.00,"6,109.00","48,995.00","20,187.00","10,908.00","1,645.00",234.00,0.00,"88,093.00"
2016,4,Entre Ríos,168.00,"8,253.00","110,296.00","38,491.00","19,509.00","1,801.00",280.00,0.00,"18,031.00"
2016,4,Formosa,"1,573.00","3,519.00","15,791.00","4,114.00","3,855.00",649.00,17.00,0.00,"29,518.00"
2016,4,Jujuy,303.00,"6,225.00","27,778.00","6,143.00","2,134.00",43.00,0.00,0.00,"42,626.00"
2016,4,La Pampa,368.00,"9,789.00","56,694.00",16.00,335.00,132.00,11.00,0.00,"67,345.00"
2016,4,La Rioja,9.00,"1,646.00","9,635.00","3,334.00","1,675.00",13.00,3.00,0.00,"16,315.00"
2016,4,Mendoza,114.00,16.00,"177,194.00",79.00,49.00,5.00,20.00,0.00,"177,477.00"
2016,4,Misiones,101.00,"4,783.00","47,454.00","23,433.00","18,371.00","2,215.00",126.00,0.00,"97,392.00"
2016,4,Neuquén,"1,539.00","1,406.00","84,859.00",792.00,"14,153.00","3,073.00",271.00,0.00,"106,093.00"
2016,4,Río Negro,998.00,"2,953.00","92,967.00",248.00,"6,317.00","1,174.00",122.00,0.00,"104,779.00"
2016,4,Salta,577.00,"5,027.00","71,636.00","20,787.00","8,611.00",239.00,70.00,0.00,"106,947.00"
2016,4,San Juan,8.00,220.00,"58,608.00",0.00,0.00,0.00,4.00,0.00,"5,884.00"
2016,4,San Luis,8.00,4.00,"14,014.00",0.00,0.00,1.00,2.00,0.00,"14,029.00"
2016,4,Santa Cruz,189.00,23.00,"31,369.00",342.00,80.00,10.00,0.00,0.00,"32,013.00"
2016,4,Santa Fe,"4,966.00","40,102.00","349,722.00","74,401.00","77,667.00","13,155.00","1,529.00",0.00,"561,542.00"
2016,4,Santiago Del Estero,26.00,"3,925.00","22,246.00","6,178.00","2,664.00",15.00,0.00,0.00,"35,054.00"
2016,4,Tierra Del Fuego,16.00,285.00,"35,409.00",0.00,0.00,0.00,0.00,0.00,"3,571.00"
2016,4,Tucumán,96.00,"10,021.00","87,994.00","37,721.00","14,389.00",14.00,10.00,0.00,"151,631.00"
2016,3,Buenos Aires,"5,856.00","107,945.00","2,148,475.00","39,353.00","399,116.00",529.00,"13,318.00",0.00,"3,121,140.00"
2016,3,Capital Federal,331.00,995.00,"759,028.00","208,249.00","240,856.00","38,341.00","13,886.00",0.00,"1,261,686.00"
2016,3,Catamarca,15.00,"4,038.00","16,183.00","4,845.00","1,853.00",50.00,0.00,0.00,"26,984.00"
2016,3,Chaco,190.00,"5,227.00","46,821.00","21,193.00","13,746.00","2,022.00",217.00,0.00,"89,416.00"
2016,3,Chubut,466.00,519.00,"74,375.00",674.00,0.00,0.00,0.00,0.00,"80,705.00"
2016,3,Córdoba,48.00,"41,329.00","415,075.00","75,988.00","99,225.00","11,691.00","1,322.00",0.00,"644,678.00"
2016,3,Corrientes,15.00,"7,425.00","49,471.00","19,956.00","10,006.00","1,263.00",210.00,0.00,"88,346.00"
2016,3,Entre Ríos,"1,768.00","10,657.00","110,844.00","38,665.00","17,737.00","1,307.00",248.00,0.00,"181,226.00"
2016,3,Formosa,"1,723.00","4,277.00","15,581.00","3,964.00","3,658.00",648.00,10.00,0.00,"29,861.00"
2016,3,Jujuy,286.00,"6,878.00","27,425.00","5,943.00","1,978.00",31.00,0.00,0.00,"42,541.00"
2016,3,La Pampa,374.00,"10,187.00","55,792.00",15.00,224.00,114.00,11.00,0.00,"66,717.00"
2016,3,La Rioja,9.00,"2,349.00","9,686.00","3,316.00","1,562.00",11.00,2.00,0.00,"16,935.00"
2016,3,Mendoza,37.00,10.00,"178,186.00",73.00,48.00,5.00,17.00,0.00,"178,376.00"
2016,3,Misiones,101.00,603.00,"48,871.00","23,394.00","17,043.00","1,559.00",91.00,0.00,"97,998.00"
2016,3,Neuquén,"1,531.00","1,527.00","87,404.00",680.00,"12,541.00","2,118.00",225.00,0.00,"106,026.00"
2016,3,Río Negro,"1,007.00","6,026.00","90,689.00",207.00,"5,953.00",790.00,99.00,0.00,"104,771.00"
2016,3,Salta,"1,107.00","6,922.00","71,214.00","20,229.00","8,099.00",197.00,50.00,0.00,"107,818.00"
2016,3,San Juan,8.00,245.00,"58,577.00",0.00,0.00,0.00,2.00,0.00,"58,832.00"
2016,3,San Luis,7.00,4.00,"14,077.00",0.00,0.00,1.00,2.00,0.00,"14,091.00"
2016,3,Santa Cruz,189.00,22.00,"31,904.00",221.00,52.00,9.00,0.00,0.00,"32,397.00"
2016,3,Santa Fe,"3,958.00","49,501.00","360,606.00","72,657.00","69,864.00","1,021.00","1,308.00",0.00,"568,104.00"
2016,3,Santiago Del Estero,26.00,"5,097.00","22,747.00","6,216.00","2,497.00",9.00,0.00,0.00,"36,592.00"
2016,3,Tierra Del Fuego,16.00,285.00,"3,508.00",0.00,0.00,0.00,0.00,0.00,"35,381.00"
2016,3,Tucumán,127.00,"12,247.00","8,797.00","36,518.00","1,315.00","1,288.00",4.00,0.00,"151,304.00"
2016,2,Buenos Aires,"10,786.00","133,385.00","2,250,898.00","335,296.00","334,723.00","31,494.00","11,933.00",0.00,"3,108,515.00"
2016,2,Capital Federal,"4,352.00","1,736.00","859,039.00","146,091.00","21,301.00","19,597.00","13,477.00",0.00,"1,257,302.00"
2016,2,Catamarca,15.00,"5,736.00","14,742.00","4,567.00","1,496.00",47.00,1.00,0.00,"26,604.00"
2016,2,Chaco,197.00,"8,063.00","45,823.00","20,346.00","1,209.00","1,571.00",201.00,0.00,"88,291.00"
2016,2,Chubut,572.00,"5,421.00","73,078.00",775.00,0.00,0.00,0.00,0.00,"79,846.00"
2016,2,Córdoba,258.00,"5,705.00","437,547.00","7,198.00","82,618.00","8,355.00","1,242.00",0.00,"65,905.00"
2016,2,Corrientes,41.00,"10,018.00","47,916.00",192.00,"8,851.00",803.00,191.00,0.00,"8,702.00"
2016,2,Entre Ríos,"4,734.00","16,368.00",115.00,"36,917.00","15,522.00",849.00,205.00,0.00,"189,595.00"
2016,2,Formosa,"1,675.00","5,401.00","1,437.00","3,569.00","3,218.00",593.00,10.00,0.00,"28,836.00"
2016,2,Jujuy,"2,561.00","8,292.00","25,301.00","5,589.00",175.00,3.00,0.00,0.00,"43,496.00"
2016,2,La Pampa,429.00,"10,616.00","63,928.00",15.00,119.00,96.00,11.00,0.00,"75,214.00"
2016,2,La Rioja,10.00,"3,151.00","9,043.00",319.00,"1,344.00",3.00,5.00,0.00,"16,746.00"
2016,2,Mendoza,437.00,30.00,"176,922.00",61.00,44.00,5.00,20.00,0.00,"177,519.00"
2016,2,Misiones,"1,973.00","7,899.00","49,586.00","21,385.00","1,482.00","1,073.00",96.00,0.00,"96,832.00"
2016,2,Neuquén,"1,916.00","1,691.00","88,854.00",583.00,"10,241.00","1,285.00",208.00,0.00,"104,778.00"
2016,2,Río Negro,"1,189.00","6,107.00","92,158.00",194.00,"4,877.00",520.00,86.00,0.00,"105,131.00"
2016,2,Salta,216.00,"10,123.00","70,875.00","18,759.00","7,129.00",140.00,49.00,0.00,"109,235.00"
2016,2,San Juan,10.00,273.00,"57,589.00",0.00,0.00,0.00,4.00,0.00,"57,876.00"
2016,2,San Luis,12.00,4.00,"13,931.00",0.00,0.00,1.00,2.00,0.00,"1,395.00"
2016,2,Santa Cruz,244.00,26.00,"31,995.00",142.00,20.00,0.00,0.00,0.00,"32,427.00"
2016,2,Santa Fe,"9,486.00","67,325.00","37,496.00","68,505.00","60,469.00","6,509.00","1,277.00",0.00,"588,531.00"
2016,2,Santiago Del Estero,704.00,"6,705.00","22,208.00","5,943.00","2,108.00",1.00,0.00,0.00,"37,669.00"
2016,2,Tierra Del Fuego,16.00,286.00,"38,773.00",0.00,0.00,0.00,0.00,0.00,"39,075.00"
2016,2,Tucumán,231.00,"18,515.00","83,945.00","33,891.00","1,131.00","1,032.00",2.00,0.00,"148,926.00"
2016,1,Buenos Aires,"7,351.00","9,788.00","2,214,760.00","289,929.00","247,372.00","8,315.00","9,529.00",0.00,"2,875,136.00"
2016,1,Capital Federal,231.00,"43,686.00","869,048.00","178,665.00","192,644.00","6,577.00","10,838.00",0.00,"1,303,768.00"
2016,1,Catamarca,15.00,"6,102.00","14,653.00","4,241.00","1,334.00",42.00,1.00,0.00,"26,388.00"
2016,1,Chaco,194.00,"8,755.00","46,304.00","19,388.00","10,587.00","1,238.00",184.00,0.00,"8,665.00"
2016,1,Chubut,94.00,"5,095.00","72,396.00","1,066.00",0.00,0.00,0.00,0.00,"78,651.00"
2016,1,Córdoba,148.00,"59,484.00","414,452.00","65,763.00","66,455.00","4,143.00","1,039.00",0.00,"611,484.00"
2016,1,Corrientes,29.00,"1,069.00","47,833.00","18,375.00","7,911.00",526.00,170.00,0.00,"85,534.00"
2016,1,Entre Ríos,"2,864.00","17,749.00","104,137.00","35,104.00","14,057.00",457.00,165.00,0.00,"174,533.00"
2016,1,Formosa,"1,738.00","5,731.00","14,163.00","3,229.00","2,906.00",544.00,5.00,0.00,"28,316.00"
2016,1,Jujuy,"2,543.00","8,558.00","22,383.00","5,188.00","1,623.00",0.00,0.00,0.00,"40,295.00"
2016,1,La Pampa,426.00,"11,065.00","52,117.00",15.00,78.00,71.00,11.00,0.00,"63,783.00"
2016,1,La Rioja,10.00,"3,382.00",906.00,298.00,"1,254.00",2.00,3.00,0.00,"16,691.00"
2016,1,Mendoza,235.00,21.00,"175,376.00",47.00,43.00,5.00,17.00,0.00,"175,744.00"
2016,1,Misiones,959.00,"8,502.00","50,061.00","19,195.00","13,363.00",779.00,68.00,0.00,"92,927.00"
2016,1,Neuquén,172.00,"1,737.00","8,631.00",479.00,"7,893.00",143.00,171.00,0.00,"98,453.00"
2016,1,Río Negro,"1,171.00","6,105.00","90,038.00",203.00,"4,246.00",77.00,81.00,0.00,"101,921.00"
2016,1,Salta,"1,119.00","10,765.00","65,646.00","17,748.00","6,643.00",119.00,31.00,0.00,"102,071.00"
2016,1,San Juan,9.00,309.00,"56,447.00",0.00,0.00,0.00,2.00,0.00,"56,767.00"
2016,1,San Luis,8.00,4.00,"13,645.00",0.00,0.00,1.00,2.00,0.00,"1,366.00"
2016,1,Santa Cruz,168.00,29.00,"32,188.00",8.00,0.00,0.00,0.00,0.00,"32,393.00"
2016,1,Santa Fe,"6,492.00","71,565.00","353,525.00","64,117.00","51,293.00","3,754.00","1,063.00",0.00,"551,809.00"
2016,1,Santiago Del Estero,703.00,"7,219.00","22,805.00","5,769.00","1,898.00",0.00,0.00,0.00,"38,394.00"
2016,1,Tierra Del Fuego,16.00,285.00,"33,003.00",0.00,0.00,0.00,0.00,0.00,"33,304.00"
2016,1,Tucumán,106.00,"20,092.00","84,008.00","3,149.00","10,046.00",871.00,0.00,0.00,"146,613.00"
2015,4,Buenos Aires,"7,985.00","100,303.00","2,253,197.00","27,456.00","240,188.00","3,835.00",818.00,0.00,"2,888,246.00"
2015,4,Capital Federal,"2,417.00","46,568.00","916,813.00","172,029.00","198,635.00","3,087.00","10,899.00",0.00,"1,350,450.00"
2015,4,Catamarca,15.00,"6,513.00","14,484.00","4,106.00","1,313.00",39.00,1.00,0.00,"26,471.00"
2015,4,Chaco,194.00,"9,593.00","46,771.00","18,608.00","10,092.00","1,136.00",159.00,0.00,"86,553.00"
2015,4,Chubut,625.00,"5,774.00","71,881.00",168.00,0.00,0.00,0.00,0.00,"78,448.00"
2015,4,Córdoba,148.00,"63,746.00","427,471.00","62,989.00","67,151.00","3,336.00","1,088.00",0.00,"625,929.00"
2015,4,Corrientes,29.00,"11,248.00","48,104.00","17,877.00","7,569.00",456.00,150.00,0.00,"85,433.00"
2015,4,Entre Ríos,"2,865.00","18,883.00","104,224.00","33,989.00","13,668.00",399.00,163.00,0.00,"174,191.00"
2015,4,Formosa,"1,791.00","6,081.00","14,279.00","2,704.00","2,713.00",519.00,4.00,0.00,"28,091.00"
2015,4,Jujuy,"2,551.00","8,876.00","21,867.00","5,044.00","1,587.00",0.00,0.00,0.00,"39,925.00"
2015,4,La Pampa,592.00,"12,951.00","48,798.00",16.00,63.00,49.00,10.00,0.00,"62,479.00"
2015,4,La Rioja,10.00,"3,638.00","9,127.00","2,937.00","1,215.00",2.00,3.00,0.00,"16,932.00"
2015,4,Mendoza,241.00,23.00,"174,719.00",38.00,41.00,5.00,13.00,0.00,"17,508.00"
2015,4,Misiones,959.00,"9,169.00","51,029.00","17,281.00","1,369.00",675.00,52.00,0.00,"92,855.00"
2015,4,Neuquén,"1,727.00","2,061.00","89,678.00",455.00,"7,934.00",9.00,175.00,0.00,"102,039.00"
2015,4,Río Negro,"3,282.00","4,473.00","89,062.00",201.00,"4,024.00",5.00,75.00,0.00,"101,122.00"
2015,4,Salta,"1,122.00","11,387.00","65,677.00","17,139.00","6,507.00",99.00,5.00,0.00,"101,936.00"
2015,4,San Juan,9.00,386.00,"55,761.00",0.00,0.00,0.00,2.00,0.00,"56,158.00"
2015,4,San Luis,8.00,4.00,"13,473.00",0.00,0.00,1.00,2.00,0.00,"13,488.00"
2015,4,Santa Cruz,188.00,26.00,"32,338.00",3.00,0.00,0.00,0.00,0.00,"32,555.00"
2015,4,Santa Fe,"6,659.00","7,577.00","361,264.00","60,985.00","51,258.00","3,079.00","1,189.00",0.00,"560,204.00"
2015,4,Santiago Del Estero,703.00,"7,836.00","23,074.00","5,669.00","1,856.00",0.00,0.00,0.00,"39,138.00"
2015,4,Tierra Del Fuego,16.00,285.00,"32,662.00",0.00,0.00,0.00,0.00,0.00,"32,963.00"
2015,4,Tucumán,107.00,218.00,"83,887.00","29,942.00","9,507.00",837.00,0.00,0.00,"14,608.00"
2015,3,Buenos Aires,"8,361.00","107,351.00","2,266,948.00","262,564.00","200,491.00","2,642.00",772.00,0.00,"2,856,078.00"
2015,3,Capital Federal,"2,448.00","4,934.00","942,525.00","159,618.00","175,594.00","2,028.00","10,022.00",0.00,"1,341,574.00"
2015,3,Catamarca,15.00,"6,871.00","14,206.00","4,143.00",812.00,43.00,1.00,0.00,"26,091.00"
2015,3,Chaco,240.00,"10,353.00","47,131.00","19,016.00","7,498.00",979.00,157.00,0.00,"85,374.00"
2015,3,Chubut,641.00,"5,886.00","71,668.00",167.00,0.00,0.00,0.00,0.00,"78,362.00"
2015,3,Córdoba,150.00,"68,765.00","429,787.00","61,109.00","59,372.00","2,582.00","1,048.00",0.00,"622,813.00"
2015,3,Corrientes,33.00,"11,921.00","48,127.00","18,168.00","6,111.00",453.00,146.00,0.00,"84,959.00"
2015,3,Entre Ríos,"2,863.00","20,385.00","10,399.00","34,788.00","9,924.00",384.00,153.00,0.00,"172,487.00"
2015,3,Formosa,"1,862.00","6,521.00","14,354.00","2,791.00","1,842.00",379.00,2.00,0.00,"27,751.00"
2015,3,Jujuy,"2,549.00","9,278.00","21,588.00","5,169.00",966.00,0.00,0.00,0.00,"3,955.00"
2015,3,La Pampa,613.00,"13,087.00","4,766.00",9.00,55.00,39.00,10.00,0.00,"61,473.00"
2015,3,La Rioja,10.00,384.00,"9,102.00","2,984.00",832.00,0.00,3.00,0.00,"16,771.00"
2015,3,Mendoza,256.00,25.00,"17,343.00",45.00,18.00,5.00,13.00,0.00,"173,792.00"
